bp,w/f,sm,a/w,d/w,ir,hits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,age,height,weight,value,wage,attacking,crossing,finishing,heading accuracy,short passing,volleys,skill,dribbling,curve,fk accuracy,long passing,ball control,movement,acceleration,sprint speed,agility,reactions,balance,power,shot power,jumping,stamina,strength,long shots,mentality,aggression,interceptions,positioning,vision,penalties,composure,defending,marking,standing tackle,sliding tackle,goalkeeping,gk diving,gk handling,gk kicking,gk positioning,gk reflexes,total stats,base stats,pac,sho,pas,dri,def,phy,ova
CB,2,2,2,0,1,3,46,46,46,47,48,48,48,47,52,52,52,51,59,59,59,51,60,67,67,67,60,62,69,69,69,62,17,30,6.4,185.0,850000,6000,210,31,19,65,67,28.0,232,46,31.0,29,62,64,251,49,49,56.0,63,34.0,294,43,78.0,69,83,21,271,72,65.0,29.0,62.0,43,60.0,207,67,71,69.0,53,15,9,6,13,10,1518,327,49,26,54,53,68,77,69
ST,3,3,2,2,1,3,55,55,55,53,54,54,54,53,53,53,53,51,47,47,47,51,40,38,38,38,40,39,36,36,36,39,12,18,6.0,152.0,170000,500,235,28,59,54,48,46.0,217,54,44.0,35,31,53,314,62,68,68.0,50,66.0,268,54,48.0,63,54,49,243,53,25.0,57.0,49.0,59,51.0,63,19,23,21.0,38,7,7,8,10,6,1378,298,65,55,41,56,25,56,55
CB,3,2,1,0,3,110,61,61,61,56,58,58,58,56,58,58,58,59,64,64,64,59,70,76,76,76,70,73,79,79,79,73,18,31,6.3,181.0,11000000,43000,301,50,55,81,78,37.0,306,46,52.0,69,69,70,298,61,61,48.0,75,53.0,334,78,73.0,65,77,41,305,82,82.0,31.0,49.0,61,69.0,241,81,82,78.0,54,6,10,13,10,15,1839,391,61,55,64,55,81,75,80
ST,4,2,0,0,1,4,66,66,66,65,65,65,65,65,65,65,65,66,65,65,65,66,66,65,65,65,66,66,66,66,66,66,17,32,6.0,174.0,525000,3000,317,65,65,65,65,57.0,311,63,64.0,63,60,61,351,71,71,71.0,70,68.0,359,65,84.0,80,70,60,344,80,64.0,68.0,63.0,69,68.0,187,61,64,62.0,50,15,8,6,10,11,1919,401,71,64,64,64,63,75,66
ST,3,2,2,2,1,6,60,60,60,59,59,59,59,59,56,56,56,57,47,47,47,57,42,36,36,36,42,39,34,34,34,39,14,23,5.1,170.0,300000,750,234,36,56,52,51,39.0,215,67,33.0,26,27,62,360,75,81,75.0,55,74.0,315,65,76.0,62,64,48,208,32,19.0,58.0,44.0,55,43.0,47,19,12,16.0,50,9,6,14,14,7,1429,318,78,55,41,66,20,58,60
GK,3,1,2,2,1,3,29,29,29,28,30,30,30,28,33,33,33,30,33,33,33,30,27,30,30,30,27,27,29,29,29,27,71,24,5.11,174.0,24000000,15000,80,12,14,15,26,13.0,88,16,13.0,11,29,19,258,45,41,50.0,65,57.0,260,56,71.0,41,81,11,152,25,25.0,13.0,76.0,13,44.0,48,15,14,19.0,359,72,71,75,68,73,1245,402,72,71,75,73,43,68,72
RB,3,2,2,2,1,6,47,47,47,54,51,51,51,54,53,53,53,57,54,54,54,57,62,58,58,58,62,63,60,60,60,63,16,22,5.1,159.0,750000,2000,207,55,27,44,55,26.0,211,57,29.0,29,43,53,354,80,80,62.0,55,77.0,265,25,64.0,76,69,31,257,54,57.0,48.0,59.0,39,53.0,195,66,63,66.0,52,9,14,7,13,9,1541,346,80,29,51,57,61,68,65
ST,3,2,2,2,1,14,71,71,71,61,65,65,65,61,62,62,62,59,57,57,57,59,45,48,48,48,45,43,49,49,49,43,16,34,6.0,181.0,12000000,500,340,49,80,79,59,73.0,283,58,56.0,58,37,74,245,33,32,53.0,68,59.0,368,72,72.0,68,91,65,308,72,27.0,80.0,53.0,76,60.0,79,40,20,19.0,52,8,6,15,16,7,1675,336,32,75,52,63,33,81,71
CB,3,2,2,1,1,3,40,40,40,41,41,41,41,41,41,41,41,43,43,43,43,43,52,50,50,50,52,53,54,54,54,53,12,22,6.0,148.0,100000,500,183,28,17,49,60,29.0,161,39,20.0,21,22,59,274,55,59,47.0,48,65.0,245,36,70.0,60,56,23,190,49,52.0,25.0,25.0,39,38.0,163,50,55,58.0,43,6,10,15,6,6,1259,275,57,24,37,48,53,56,54
GK,4,1,2,2,1,19,26,26,26,23,25,25,25,23,24,24,24,23,23,23,23,23,21,22,22,22,21,21,23,23,23,21,68,25,6.3,198.0,1000000,8000,45,8,5,11,17,4.0,84,14,13.0,14,20,23,237,41,36,50.0,71,39.0,204,47,68.0,20,62,7,104,18,11.0,17.0,28.0,30,41.0,37,15,12,10.0,336,71,68,62,64,71,1047,374,71,68,62,71,38,64,69
CB,3,2,1,2,1,3,42,42,42,36,38,38,38,36,37,37,37,39,44,44,44,39,52,56,56,56,52,55,61,61,61,55,16,30,6.2,170.0,200000,2000,197,29,24,63,54,27.0,159,22,26.0,24,41,46,240,42,47,40.0,58,53.0,290,51,74.0,66,73,26,196,64,60.0,33.0,22.0,17,62.0,183,59,62,62.0,54,8,11,12,12,11,1319,278,45,30,38,34,61,70,61
CB,2,2,2,2,1,5,38,38,38,39,39,39,39,39,38,38,38,41,40,40,40,41,49,47,47,47,49,50,52,52,52,50,14,19,6.0,157.0,90000,1000,150,24,20,46,40,20.0,160,39,22.0,25,33,41,298,64,66,52.0,49,67.0,256,30,71.0,67,65,23,193,41,51.0,33.0,32.0,36,41.0,158,52,54,52.0,47,6,6,10,11,14,1262,278,65,24,33,43,52,61,52
LM,3,3,2,2,1,4,60,60,60,63,63,63,63,63,63,63,63,63,60,60,60,63,50,51,51,51,50,47,43,43,43,47,16,32,6.0,172.0,350000,2000,255,61,63,31,65,35.0,334,65,70.0,72,64,63,298,64,65,53.0,59,57.0,295,70,46.0,51,61,67,259,58,28.0,65.0,61.0,47,52.0,104,39,44,21.0,54,14,12,11,6,11,1599,348,65,63,64,63,36,57,64
CM,3,3,2,0,1,180,66,66,66,73,73,73,73,73,76,76,76,75,78,78,78,75,75,78,78,78,75,73,70,70,70,73,18,24,5.9,163.0,155000000,69000,304,65,55,50,84,50.0,384,81,73.0,68,80,82,380,73,62,83.0,80,82.0,313,63,50.0,79,61,60,349,77,76.0,64.0,81.0,51,83.0,216,73,76,67.0,56,8,11,14,13,10,2002,425,67,58,78,82,72,68,79
LB,3,3,0,2,2,86,66,66,66,71,69,69,69,71,70,70,70,71,71,71,71,71,75,73,73,73,75,75,73,73,73,75,17,30,5.9,146.0,7000000,37000,322,79,54,65,76,48.0,366,76,77.0,70,69,74,369,73,68,73.0,74,81.0,350,71,84.0,68,61,66,335,73,75.0,60.0,68.0,59,71.0,231,74,78,79.0,51,14,7,9,9,12,2024,420,70,60,74,75,75,66,77
CB,3,3,0,2,1,4,61,61,61,62,62,62,62,62,63,63,63,62,64,64,64,62,64,66,66,66,64,65,67,67,67,65,16,24,6.2,170.0,11000000,500,286,52,51,71,68,44.0,295,63,47.0,53,65,67,314,66,68,64.0,61,55.0,303,52,59.0,60,71,61,299,63,69.0,59.0,64.0,44,65.0,199,65,68,66.0,51,8,15,12,11,5,1747,379,67,53,62,64,67,66,67
GK,2,1,2,2,1,6,26,26,26,22,24,24,24,22,24,24,24,23,25,25,25,23,24,26,26,26,24,23,27,27,27,23,60,28,6.3,194.0,230000,900,82,14,14,15,26,13.0,85,14,13.0,15,24,19,193,30,31,36.0,54,42.0,219,46,48.0,32,79,14,99,18,20.0,11.0,32.0,18,39.0,50,20,14,16.0,303,63,58,61,59,62,1031,334,63,58,61,62,31,59,61
RB,3,2,2,0,1,6,51,51,51,55,53,53,53,55,54,54,54,57,56,56,56,57,62,59,59,59,62,62,60,60,60,62,14,25,5.1,159.0,475000,2000,231,59,27,57,54,34.0,265,56,55.0,45,52,57,344,70,72,69.0,62,71.0,288,49,60.0,81,63,35,256,60,60.0,50.0,56.0,30,54.0,180,58,61,61.0,43,9,8,11,7,8,1607,347,71,35,55,59,60,67,64
RW,3,3,2,1,1,5,66,66,66,70,69,69,69,70,70,70,70,70,65,65,65,70,55,53,53,53,55,51,44,44,44,51,16,32,5.11,159.0,14000000,18000,319,70,61,46,72,70.0,359,74,73.0,68,69,75,371,73,71,77.0,62,88.0,302,74,33.0,62,61,72,254,39,23.0,64.0,67.0,61,65.0,110,54,29,27.0,56,15,5,14,14,8,1771,375,72,66,70,75,37,55,70
CM,3,2,2,2,1,3,60,60,60,61,61,61,61,61,61,61,61,62,62,62,62,62,62,61,61,61,62,61,59,59,59,61,16,24,6.0,154.0,475000,2000,291,63,56,57,62,53.0,297,59,56.0,60,61,61,320,61,71,66.0,59,63.0,323,65,60.0,73,63,62,298,58,60.0,62.0,64.0,54,60.0,170,57,57,56.0,58,11,13,14,13,7,1757,371,67,59,62,61,58,64,63
CAM,3,3,2,2,1,23,61,61,61,64,64,64,64,64,65,65,65,65,63,63,63,65,59,59,59,59,59,58,54,54,54,58,18,21,5.1,154.0,625000,500,278,56,56,48,68,50.0,294,67,56.0,42,60,69,356,74,64,75.0,62,81.0,309,66,59.0,68,59,57,278,58,53.0,63.0,61.0,43,56.0,147,53,46,48.0,62,15,10,13,14,10,1724,368,69,58,61,69,50,61,63
CB,2,2,2,0,1,4,46,46,46,42,43,43,43,42,44,44,44,44,48,48,48,44,54,58,58,58,54,57,66,66,66,57,18,29,6.4,168.0,550000,3000,203,22,40,69,51,21.0,211,43,56.0,20,43,49,283,52,53,66.0,51,61.0,310,44,77.0,72,90,27,229,65,61.0,23.0,41.0,39,54.0,197,62,68,67.0,63,12,16,8,12,15,1496,323,53,36,41,48,65,80,66
CAM,2,3,2,2,1,3,56,56,56,63,61,61,61,63,62,62,62,62,54,54,54,62,47,42,42,42,47,43,34,34,34,43,15,21,5.7,130.0,525000,1000,262,55,56,32,62,57.0,303,66,59.0,56,51,71,383,78,75,90.0,52,88.0,250,57,57.0,54,31,51,221,43,17.0,54.0,54.0,53,61.0,75,34,20,21.0,54,9,11,12,11,11,1548,323,76,55,57,70,25,40,62
CB,3,3,2,2,1,6,52,52,52,51,51,51,51,51,52,52,52,52,54,54,54,52,57,58,58,58,57,58,60,60,60,58,12,22,5.1,159.0,275000,900,243,41,42,60,58,42.0,230,53,34.0,32,56,55,298,59,63,57.0,55,64.0,299,48,65.0,66,68,52,253,56,59.0,42.0,45.0,51,47.0,176,57,60,59.0,33,6,5,8,7,7,1532,335,61,46,49,55,59,65,59
CB,4,2,0,2,1,13,54,54,54,56,53,53,53,56,53,53,53,58,54,54,54,58,64,61,61,61,64,65,65,65,65,65,18,23,6.0,168.0,675000,4000,256,61,37,62,59,37.0,244,53,45.0,42,48,56,361,78,83,68.0,61,71.0,313,46,77.0,78,77,35,256,68,55.0,50.0,41.0,42,59.0,197,63,68,66.0,62,12,12,13,11,14,1689,368,81,39,53,57,63,75,65
ST,3,3,0,1,1,21,70,70,70,68,69,69,69,68,67,67,67,67,59,59,59,67,49,46,46,46,49,46,41,41,41,46,15,22,5.1,159.0,27000000,20000,314,51,72,67,67,57.0,276,69,45.0,41,53,68,372,83,78,82.0,63,66.0,355,75,72.0,74,73,61,273,55,20.0,69.0,57.0,72,62.0,55,20,19,16.0,42,7,7,7,8,13,1687,371,80,70,57,70,24,70,70
LM,4,3,0,2,1,14,73,73,73,73,73,73,73,73,72,72,72,73,68,68,68,73,58,55,55,55,58,56,50,50,50,56,17,26,6.0,168.0,65000000,500,355,72,72,73,71,67.0,344,73,69.0,56,71,75,364,74,78,76.0,72,64.0,356,76,65.0,70,71,74,283,49,33.0,74.0,68.0,59,66.0,104,36,33,35.0,53,6,7,10,15,15,1859,395,76,72,70,73,38,66,74
CM,2,3,2,2,1,3,54,54,54,60,59,59,59,60,63,63,63,62,66,66,66,62,59,64,64,64,59,57,59,59,59,57,19,36,5.9,174.0,200000,1000,261,65,43,34,70,49.0,360,67,76.0,74,72,71,303,50,38,66.0,67,82.0,306,57,68.0,53,67,61,313,75,60.0,47.0,71.0,60,72.0,166,61,58,47.0,66,13,9,15,14,15,1775,354,43,51,70,69,56,65,66
CAM,3,3,2,2,1,48,75,75,75,79,79,79,79,79,79,79,79,79,75,75,75,79,66,62,62,62,66,62,51,51,51,62,17,25,5.8,139.0,15000000,20000,363,76,77,51,77,82.0,380,82,78.0,70,69,81,408,82,75,84.0,82,85.0,339,78,62.0,85,40,74,353,67,55.0,82.0,78.0,71,69.0,111,32,44,35.0,47,7,9,10,8,13,2001,413,78,77,76,82,42,58,79
ST,3,3,2,1,1,17,66,66,66,63,65,65,65,63,64,64,64,61,58,58,58,61,47,49,49,49,47,45,47,47,47,45,18,29,6.0,165.0,0,0,295,43,68,68,61,55.0,295,65,58.0,60,48,64,340,67,65,78.0,62,68.0,354,70,74.0,64,81,65,305,73,34.0,65.0,62.0,71,69.0,76,33,24,19.0,59,11,12,9,14,13,1724,362,66,67,55,66,33,75,66
CAM,4,4,0,1,2,62,73,73,73,80,78,78,78,80,80,80,80,79,74,74,74,79,62,59,59,59,62,58,48,48,48,58,16,28,6.0,163.0,15000000,77000,354,82,70,48,80,74.0,412,85,80.0,85,77,85,392,81,76,80.0,74,81.0,357,82,63.0,72,59,81,314,54,32.0,73.0,80.0,75,78.0,109,39,35,35.0,45,6,14,7,6,12,1983,415,78,75,80,84,37,61,80
CDM,3,2,0,0,1,5,64,64,64,65,66,66,66,65,67,67,67,67,70,70,70,67,71,73,73,73,71,71,72,72,72,71,18,28,5.11,172.0,5000000,12000,291,65,54,53,74,45.0,350,61,79.0,76,68,66,321,66,62,61.0,68,64.0,348,82,66.0,83,75,42,373,78,74.0,71.0,77.0,73,66.0,224,77,76,71.0,62,13,13,14,13,9,1969,408,64,59,72,63,73,77,74
LM,2,4,0,1,1,5,62,62,62,68,67,67,67,68,68,68,68,67,65,65,65,67,53,52,52,52,53,48,41,41,41,48,17,32,5.9,165.0,700000,500,276,68,59,31,70,48.0,337,71,64.0,62,68,72,342,68,64,73.0,60,77.0,302,75,33.0,62,58,74,290,58,32.0,62.0,72.0,66,56.0,86,28,33,25.0,63,12,12,15,10,14,1696,359,66,65,69,71,30,58,68
CB,2,3,2,0,1,5,63,63,63,62,63,63,63,62,63,63,63,63,65,65,65,63,66,68,68,68,66,66,69,69,69,66,19,35,6.1,152.0,230000,2000,309,60,59,64,64,62.0,303,64,61.0,52,61,65,305,52,51,67.0,72,63.0,369,65,87.0,83,74,60,338,80,71.0,64.0,62.0,61,62.0,197,71,62,64.0,59,8,12,11,16,12,1880,384,51,61,62,65,67,78,65
ST,3,3,0,2,1,15,69,69,69,65,67,67,67,65,65,65,65,64,59,59,59,64,51,50,50,50,51,50,48,48,48,50,18,24,6.0,165.0,15000000,8000,313,42,72,70,63,66.0,280,64,55.0,49,46,66,356,76,72,73.0,71,64.0,333,65,73.0,69,66,60,280,56,32.0,72.0,55.0,65,64.0,100,37,33,30.0,53,9,13,9,8,14,1715,364,74,68,54,66,37,65,69
RM,3,3,2,2,1,7,58,58,58,66,65,65,65,66,66,66,66,67,62,62,62,67,55,51,51,51,55,51,40,40,40,51,17,25,5.1,134.0,775000,2000,260,63,53,28,70,46.0,336,71,69.0,66,57,73,368,77,75,80.0,59,77.0,268,69,42.0,71,34,52,243,42,26.0,54.0,69.0,52,64.0,112,43,35,34.0,61,10,14,13,14,10,1648,350,76,56,66,72,35,45,66
CM,3,2,2,2,1,5,53,53,53,54,56,56,56,54,57,57,57,57,58,58,58,57,57,58,58,58,57,57,56,56,56,57,17,19,5.1,148.0,325000,2000,241,43,34,57,65,42.0,258,55,45.0,41,61,56,313,62,66,56.0,56,73.0,267,63,56.0,62,47,39,297,67,55.0,60.0,62.0,53,62.0,167,49,57,61.0,63,11,14,12,13,13,1606,330,64,43,57,56,55,55,59
CAM,3,4,2,1,2,7,69,69,69,73,72,72,72,73,74,74,74,72,72,72,72,72,63,63,63,63,63,60,56,56,56,60,16,35,5.11,168.0,25000000,7000,331,69,68,52,76,66.0,356,76,69.0,64,69,78,349,63,69,82.0,68,67.0,345,69,67.0,68,68,73,334,59,58.0,69.0,78.0,70,71.0,133,29,54,50.0,49,11,11,8,6,13,1897,397,66,69,73,76,47,66,74
CAM,3,4,0,1,1,14,63,63,63,68,67,67,67,68,68,68,68,68,66,66,66,68,64,62,62,62,64,62,55,55,55,62,18,24,5.9,159.0,13000000,3000,290,62,67,35,69,57.0,339,69,67.0,68,65,70,351,71,71,74.0,66,69.0,294,61,58.0,68,47,60,309,50,59.0,68.0,66.0,66,68.0,171,56,58,57.0,61,9,13,12,16,11,1815,379,71,64,66,70,55,53,68
CAM,3,3,2,2,1,5,69,69,69,73,72,72,72,73,73,73,73,73,72,72,72,73,69,69,69,69,69,67,64,64,64,67,16,27,5.9,150.0,35000000,15000,308,64,72,47,76,49.0,343,78,66.0,54,70,75,372,73,78,78.0,65,78.0,307,66,39.0,71,61,70,345,70,65.0,73.0,70.0,67,70.0,194,68,69,57.0,50,12,13,9,6,10,1919,420,76,69,70,76,65,64,72
ST,3,3,0,2,1,8,58,58,58,59,58,58,58,59,57,57,57,57,48,48,48,57,40,35,35,35,40,38,33,33,33,38,13,19,5.8,128.0,275000,500,262,50,55,51,54,52.0,245,64,49.0,31,41,60,340,75,75,73.0,53,64.0,292,62,67.0,44,68,51,195,29,11.0,49.0,52.0,54,45.0,45,17,10,18.0,40,9,9,5,10,7,1419,313,75,55,49,63,17,54,58
LM,2,3,2,2,1,5,59,59,59,62,61,61,61,62,61,61,61,62,61,61,61,62,60,58,58,58,60,60,57,57,57,60,17,23,5.11,163.0,400000,500,281,65,48,60,66,42.0,298,63,53.0,61,55,66,321,62,66,65.0,62,66.0,302,58,66.0,62,60,56,273,52,50.0,60.0,59.0,52,61.0,164,46,61,57.0,57,13,12,13,8,11,1696,355,64,52,62,64,54,59,62
RB,3,3,2,2,1,18,63,63,63,67,64,64,64,67,64,64,64,67,64,64,64,67,70,67,67,67,70,70,67,67,67,70,16,30,5.6,148.0,25000000,29000,312,72,52,60,70,58.0,320,72,60.0,52,65,71,379,78,80,80.0,60,81.0,324,65,77.0,69,56,57,300,70,66.0,63.0,41.0,60,55.0,213,69,70,74.0,51,16,11,7,8,9,1899,401,79,57,62,72,68,63,72
CB,3,2,2,2,1,4,57,57,57,59,58,58,58,59,59,59,59,60,61,61,61,60,65,65,65,65,65,65,66,66,66,65,17,34,6.0,154.0,0,0,279,69,38,63,62,47.0,308,59,64.0,56,65,64,315,52,70,63.0,62,68.0,335,65,78.0,67,67,58,289,73,65.0,56.0,55.0,40,64.0,199,65,68,66.0,62,6,15,15,16,10,1787,370,62,49,62,62,66,69,66
RWB,4,3,0,2,1,13,56,56,56,64,61,61,61,64,62,62,62,66,62,62,62,66,71,65,65,65,71,70,63,63,63,70,15,26,5.7,150.0,33000000,18000,258,73,44,39,68,34.0,290,69,53.0,46,53,69,393,83,71,83.0,65,91.0,297,50,72.0,84,52,39,273,59,67.0,57.0,48.0,42,64.0,205,67,64,74.0,48,12,9,11,9,7,1764,378,76,44,61,71,64,62,72
CDM,3,2,2,2,1,8,63,63,63,64,64,64,64,64,66,66,66,66,67,67,67,66,68,69,69,69,68,68,69,69,69,68,17,27,6.0,172.0,16000000,14000,286,54,54,62,70,46.0,296,64,49.0,48,65,70,353,71,76,71.0,68,67.0,350,63,75.0,79,73,60,306,71,68.0,55.0,67.0,45,70.0,202,68,69,65.0,51,12,8,6,15,10,1844,401,74,56,63,67,67,74,70
GK,3,1,2,2,1,3,22,22,22,18,21,21,21,18,21,21,21,20,23,23,23,20,21,24,24,24,21,21,25,25,25,21,65,23,6.4,194.0,675000,5000,56,10,8,12,20,6.0,63,5,10.0,10,21,17,179,28,27,28.0,62,34.0,204,47,54.0,25,70,8,93,18,21.0,5.0,38.0,11,36.0,44,20,10,14.0,323,68,59,62,64,70,962,350,68,59,62,70,27,64,66
ST,3,2,2,2,1,4,66,66,66,59,63,63,63,59,59,59,59,56,51,51,51,56,39,38,38,38,39,37,37,37,37,37,17,23,6.0,165.0,925000,2000,288,36,70,67,55,60.0,265,62,61.0,40,36,66,298,55,59,59.0,65,60.0,320,72,72.0,45,66,65,240,48,15.0,66.0,46.0,65,65.0,45,15,15,15.0,51,12,10,7,9,13,1507,311,57,68,46,63,20,57,66
LM,3,3,2,2,1,5,59,59,59,62,61,61,61,62,62,62,62,64,63,63,63,64,64,63,63,63,64,63,61,61,61,63,16,26,5.11,157.0,425000,3000,288,74,50,56,62,46.0,327,64,72.0,55,72,64,324,68,67,67.0,55,67.0,340,65,77.0,72,64,62,306,67,61.0,58.0,60.0,60,56.0,177,54,61,62.0,65,10,9,23,10,13,1827,379,67,56,66,64,59,67,63
LB,3,2,2,2,1,9,66,66,66,68,66,66,66,68,66,66,66,69,68,68,68,69,74,72,72,72,74,75,73,73,73,75,18,28,5.5,137.0,75000000,36000,350,76,58,74,73,69.0,362,69,76.0,80,68,69,363,76,82,74.0,77,54.0,361,75,86.0,75,65,60,318,68,73.0,44.0,60.0,73,78.0,222,76,74,72.0,50,12,7,8,13,10,2026,424,79,62,71,69,74,69,77
CB,2,2,2,2,1,19,48,48,48,44,46,46,46,44,47,47,47,47,51,51,51,47,57,63,63,63,57,59,69,69,69,59,17,23,6.4,201.0,14000000,15000,214,32,24,66,65,27.0,209,39,33.0,29,46,62,255,51,55,51.0,59,39.0,304,61,72.0,57,91,23,254,77,66.0,29.0,39.0,43,58.0,195,68,67,60.0,58,13,5,13,14,13,1489,326,53,33,47,48,66,79,69
CDM,4,2,2,2,1,5,53,53,53,55,54,54,54,55,56,56,56,57,59,59,59,57,61,62,62,62,61,62,62,62,62,62,14,22,5.1,170.0,475000,950,254,50,43,60,67,34.0,268,56,44.0,42,63,63,313,63,55,69.0,59,67.0,304,54,78.0,72,60,40,253,62,58.0,40.0,48.0,45,52.0,191,61,64,66.0,40,6,9,6,5,14,1623,346,59,44,57,60,62,64,63
CB,2,2,0,2,1,3,53,53,53,60,57,57,57,60,59,59,59,62,59,59,59,62,65,62,62,62,65,65,63,63,63,65,17,30,6.0,168.0,325000,4000,236,57,31,57,58,33.0,259,62,50.0,31,55,61,379,85,84,74.0,63,73.0,295,28,72.0,77,71,47,268,65,62.0,55.0,57.0,29,57.0,184,63,61,60.0,60,15,9,14,13,9,1681,370,84,35,55,64,61,71,64
RM,3,4,0,2,1,8,71,71,71,72,71,71,71,72,70,70,70,71,63,63,63,71,55,52,52,52,55,52,48,48,48,52,15,26,5.9,165.0,37000000,7000,317,62,71,64,66,54.0,344,75,73.0,61,60,75,394,88,85,87.0,64,70.0,340,71,72.0,71,72,54,297,84,31.0,72.0,60.0,50,61.0,79,24,26,29.0,46,6,8,9,9,14,1817,395,86,66,63,75,31,74,72
CB,3,2,2,0,2,46,62,62,62,59,61,61,61,59,61,61,61,60,66,66,66,60,68,74,74,74,68,69,77,77,77,69,18,29,6.2,196.0,85000000,24000,293,51,50,75,75,42.0,293,62,47.0,41,70,73,280,46,50,55.0,72,57.0,360,75,77.0,60,82,66,297,81,81.0,46.0,46.0,43,77.0,229,80,76,73.0,60,11,15,15,12,7,1812,385,48,57,61,65,78,76,77
ST,4,4,2,1,1,17,76,76,76,75,76,76,76,75,74,74,74,74,68,68,68,74,56,53,53,53,56,53,46,46,46,53,16,30,5.1,176.0,75000000,10000,361,69,77,74,71,70.0,352,77,66.0,71,61,77,379,78,78,74.0,74,75.0,384,80,78.0,78,75,73,311,52,39.0,78.0,71.0,71,78.0,62,19,22,21.0,50,6,6,15,16,7,1899,400,78,76,69,76,30,71,76
RW,3,3,0,1,1,4,67,67,67,71,70,70,70,71,71,71,71,70,64,64,64,70,53,50,50,50,53,49,40,40,40,49,17,28,5.7,146.0,31000000,15000,317,69,67,46,70,65.0,353,72,72.0,74,65,70,415,81,80,93.0,68,93.0,300,69,53.0,54,57,67,288,41,42.0,67.0,70.0,68,70.0,59,18,22,19.0,54,7,15,14,12,6,1786,370,80,67,69,74,27,53,72
RB,4,3,2,0,1,12,58,58,58,60,59,59,59,60,60,60,60,60,59,59,59,60,61,61,61,61,61,62,61,61,61,62,15,17,5.1,154.0,575000,500,279,55,50,61,63,50.0,315,61,66.0,65,60,63,351,76,76,74.0,55,70.0,304,64,64.0,60,56,60,288,65,61.0,47.0,55.0,60,58.0,181,60,61,60.0,50,9,14,10,10,7,1768,374,76,55,60,63,61,59,62
ST,3,4,2,1,2,20,71,71,71,68,69,69,69,68,67,67,67,65,58,58,58,65,47,45,45,45,47,44,43,43,43,44,16,29,6.0,176.0,24000000,13000,342,56,74,72,68,72.0,305,71,68.0,51,42,73,330,66,63,64.0,65,72.0,319,73,76.0,45,65,60,281,60,20.0,74.0,58.0,69,67.0,70,28,22,20.0,55,6,14,15,9,11,1702,353,64,71,59,71,28,60,71
GK,3,1,2,2,1,16,27,27,27,25,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,25,25,27,27,27,25,74,24,6.0,170.0,65000000,16000,89,20,14,17,25,13.0,84,13,14.0,16,18,23,220,32,37,34.0,72,45.0,206,50,59.0,24,55,18,101,26,13.0,6.0,34.0,22,33.0,58,24,18,16.0,365,75,72,66,73,79,1123,400,75,72,66,79,35,73,75
CAM,2,2,2,2,1,3,53,53,53,55,54,54,54,55,56,56,56,56,54,54,54,56,51,50,50,50,51,50,47,47,47,50,13,23,6.2,152.0,130000,2000,270,52,48,50,61,59.0,263,57,47.0,43,58,58,300,59,67,70.0,48,56.0,281,54,61.0,61,57,48,238,41,38.0,45.0,56.0,58,48.0,130,47,39,44.0,42,6,11,7,12,6,1524,325,63,50,56,58,43,55,56
CB,3,2,1,0,1,4,41,41,41,37,38,38,38,37,41,41,41,41,49,49,49,41,52,59,59,59,52,54,62,62,62,54,15,31,5.11,174.0,275000,950,196,25,24,70,56,21.0,185,29,22.0,22,66,46,241,42,34,47.0,55,63.0,295,37,74.0,75,74,35,207,54,59.0,29.0,33.0,32,53.0,185,63,62,60.0,55,9,9,16,10,11,1364,281,38,29,43,39,62,70,63
CAM,3,3,2,2,1,3,60,60,60,63,62,62,62,63,63,63,63,63,61,61,61,63,61,57,57,57,61,60,54,54,54,60,14,23,5.9,146.0,625000,1000,289,63,57,52,64,53.0,306,64,62.0,59,59,62,342,75,71,72.0,55,69.0,307,63,54.0,69,57,64,265,32,53.0,61.0,63.0,56,59.0,166,55,57,54.0,44,8,6,9,10,11,1719,370,73,60,63,64,55,55,64
CB,2,2,2,2,1,6,44,44,44,45,44,44,44,45,45,45,45,48,49,49,49,48,55,57,57,57,55,57,60,60,60,57,17,23,6.2,176.0,325000,2000,196,36,19,63,56,22.0,219,45,31.0,24,60,59,308,64,68,60.0,56,60.0,278,45,79.0,58,73,23,200,53,55.0,19.0,34.0,39,50.0,175,56,60,59.0,61,15,14,12,9,11,1437,313,66,26,45,52,58,66,61
CB,3,2,1,2,1,87,47,47,47,45,46,46,46,45,47,47,47,48,53,53,53,48,60,63,63,63,60,62,67,67,67,62,17,21,6.2,161.0,11000000,8000,219,38,22,74,67,18.0,214,44,28.0,30,52,60,271,51,54,49.0,62,55.0,288,59,70.0,67,72,20,233,60,62.0,23.0,36.0,52,59.0,203,65,71,67.0,56,9,13,13,13,8,1484,318,53,30,49,51,67,68,67
CAM,3,2,2,2,1,23,56,56,56,59,59,59,59,59,60,60,60,59,60,60,60,59,56,56,56,56,56,55,52,52,52,55,16,20,5.1,154.0,300000,6000,256,50,52,50,63,41.0,282,61,50.0,48,61,62,311,60,60,62.0,60,69.0,279,56,57.0,62,50,54,271,48,55.0,58.0,61.0,49,56.0,143,43,53,47.0,58,13,7,15,12,11,1600,336,60,53,58,62,50,53,60
